,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,class-0-bw,class-1-bw,class-2-bw,class-3-bw
1863,32668-1642787662,1.624184,8.258452,6.128816,6.481499,99,48,99,91,1,0,39,39,505.5522907499999,4454.5471672500025,3706.3348292500004,3660.782575750001
1865,13054-1642800307,1.585602,8.587629,5.702952,6.629092,25,43,46,51,10,34,20,30,505.6464669999999,4549.256563499995,4019.4892882500003,3298.2218242500003
1866,5695-1642799340,1.5742479999999999,4.8959589999999995,8.459561,9.241615,62,75,100,91,17,14,13,27,505.74898675000003,6192.920210499997,2846.1742385000002,2818.3817872500003
1867,93594-1642795853,7.001414,4.284053,7.065899,28.111183,6,90,98,49,0,25,26,1,429.11887225000004,7634.541989249997,3588.5703572499997,417.954923
1868,50599-1642790101,1.5776249999999998,4.620588,9.544977,10.0467,97,99,55,52,51,0,17,23,505.88846250000006,7071.650025499995,2381.86120975,2453.4034725
1869,92705-1642795726,1.59848,4.135208,9.812693,12.02817,78,92,87,85,4,18,12,16,505.67507675,7811.50698925,2181.1580655000002,1836.847069
1870,61801-1642791611,1.5752359999999999,5.860301,5.886295,11.169421,97,99,94,49,28,9,41,17,505.85150749999997,5744.348763750004,4066.4064892500014,2047.3027229999987
1871,102579-1642797050,1.588449,9.105647,4.47602,7.14968,83,39,53,90,31,18,18,12,505.7430275000001,4210.140703249998,4481.46581725,3126.4245502500007
1872,109302-1642797962,1.598555,7.192404,3.887525,11.394362,94,53,100,29,36,15,40,6,505.65719575,5155.801774000002,5115.4029375,1301.7296792500001
1873,60458-1642791407,1.615001,9.652242,4.660354,6.276721,88,36,79,93,27,16,22,32,505.360365,4028.4466729999976,4280.53259775,3396.4669699999995
1874,7741-1642784290,1.580431,4.48033,8.267093,11.772887,99,83,79,97,20,18,18,17,505.9278015000001,6936.0673425,2953.5174389999997,1968.7461844999991
1875,12747-1642829257,1.6759339999999998,4.553383,8.442213,10.604285,92,94,80,95,1,55,20,20,505.2614209999999,6960.806846250005,2739.50338275,2210.08181725
1876,6387-1642784135,1.585311,4.065018,9.30099,11.764392,99,95,91,92,28,16,14,17,505.7370654999999,7442.826032500001,2414.0894392500004,1954.5567029999988
1877,95851-1642796155,1.607243,4.612696,6.622799,31.267761,98,84,91,76,17,15,17,1,505.64050649999996,7103.737592500001,3975.362778249999,408.11657775000015
1878,31328-1642787508,1.6021679999999998,4.097417,7.8611,11.780175,88,92,98,96,13,12,16,16,505.71083999999996,7347.742321250002,2580.53422025,1881.409881500001
1879,51504-1642790195,1.581023,4.990844,6.941705,11.997507,55,86,96,76,17,28,30,15,505.90515100000005,6608.085634749994,3451.012376749998,1800.327302249999
1880,90030-1642795402,1.601061,5.0502839999999996,10.669584,7.806788,84,98,54,85,6,37,14,33,505.6595800000001,6711.7667180000035,1959.2797777500004,3177.7989857499974
1882,9096-1642784470,1.588913,5.020744,8.989881,8.576306,52,96,64,96,16,32,20,29,505.78594200000015,6396.759748749999,2634.3917854999986,2905.644178249998
1883,15549-1642785315,1.601222,3.805926,10.778128,14.413377,98,97,32,69,20,17,6,6,505.6738849999999,8170.397277499989,2283.357383000001,1220.1893327500009
1884,18692-1642785756,1.613311,5.757341,8.464027,7.892954,28,80,79,78,2,25,26,31,505.52010550000006,5860.03422875,2989.807128999999,3070.120811500001
1885,112104-1642783112,1.576753,4.705377,9.508368,9.100638,100,93,71,98,30,25,17,27,505.8550835000001,6685.813664249999,2430.8979522500017,2785.711287249999
1886,13068-1642800325,1.5892689999999998,4.015729,10.971677,12.803854,99,97,44,60,19,17,9,14,505.82051275,8158.977032750003,1872.6623062499998,1705.06715875
1887,2683-1642783626,1.5843180000000001,4.268285,9.655068,11.524467,99,96,99,89,19,0,15,18,505.8062072499999,7617.512941749988,2240.5326357500016,1997.6687434999997
1888,105693-1642797462,1.61508,4.081958,8.07504,15.270493,100,94,95,55,16,20,21,8,505.50580025000005,7625.046969250008,2925.754786249999,1117.4225802499996
1889,75668-1642793478,1.613203,6.824351,3.875304,19.715641,89,56,91,16,17,19,28,0,505.51772125000014,5315.415861000001,5476.146935500002,620.467663
1890,67604-1642792358,1.582617,4.543096,7.8138179999999995,11.86936,92,81,97,100,15,1,16,16,505.8228954999999,6892.07911475,3093.971012999999,1884.6857552500007
1891,95372-1642796077,1.605241,14.673285,2.788319,7.769063,86,21,98,76,27,11,21,6,505.80740000000003,2505.085467750001,6188.250779249999,2764.1296395000013
1892,53730-1642790495,1.588631,5.791942,8.311719,7.541663,94,65,96,95,8,19,7,33,505.79786325,5668.1537610000005,2990.006209499999,3205.989601000002
1893,59995-1642791332,1.6045639999999999,4.695918,6.245467,24.934109,81,80,92,84,25,19,28,2,505.595207,6800.4262447500105,4276.868102999998,518.0370797500002
1894,20199-1642801245,1.6210019999999998,16.479055,2.769656,5.8032900000000005,86,14,86,85,10,4,8,30,505.5344105,2002.917527250001,5451.291801999998,3946.303129
1895,71186-1642792833,1.596585,4.977169,6.7602709999999995,9.119804,98,70,62,96,31,21,6,24,505.7859415000003,5717.632769749997,3414.776325750001,2686.353919499998
1896,97182-1642796314,1.592646,5.135089,5.8727979999999995,15.145013,91,73,74,52,22,4,17,7,505.67984574999997,6399.030685,4210.114477250005,1104.607581
1898,19749-1642801181,1.6008179999999999,4.00762,9.313819,21.994581,96,96,46,57,21,17,8,3,505.64885075000007,8086.075781249993,2786.939145249999,749.11833025
1899,1578-1642798832,1.610504,7.322312,6.420703,7.222825,80,49,40,95,0,14,11,24,505.28407050000004,4624.223711249999,3693.04657,3462.2633462499994
1900,16459-1642785462,1.591661,5.019152,7.873095,9.059284,100,74,82,88,30,11,22,26,505.691766,5926.728251250004,3129.6563169999986,2773.83923475
1901,57768-1642791035,1.608809,4.178124,15.597562,8.413527,81,92,19,97,17,3,0,28,505.69891825,7587.383986250002,982.7947622499994,3021.692038000001
1902,109295-1642797948,1.603971,4.528804,15.130836,7.348945,80,99,43,96,25,32,2,35,505.59997400000015,7472.6188202500025,831.2404155,3242.903948999999
1903,54184-1642790584,1.586438,4.777316,10.519611,7.886827,63,79,45,37,11,10,8,32,505.8097827500001,6693.704127500006,1974.3537900000006,3124.1703032499995
1904,99421-1642796608,1.5910630000000001,6.33253,6.599159,8.739876,99,62,78,65,13,18,34,27,505.83004925000006,5371.810197500004,3664.8738385,2865.1726249999997
1905,33574-1642787812,1.591167,4.046686,11.396332,11.321131,63,98,77,73,15,32,8,19,505.65123524999996,8014.371394999999,1625.2100464999999,2117.9127685000003
1906,33115-1642787752,1.592315,6.065363,6.129374,9.133739,90,59,93,98,10,12,16,24,505.78832550000016,5303.413868750009,3905.5812357499985,2667.0539364999977
1907,16202-1642800718,1.608344,4.7440549999999995,6.058665,29.809603,92,80,100,20,17,21,15,1,505.4485797500002,6803.067923000003,4272.263050500002,436.2213600000001
1908,64028-1642791872,1.580619,5.550151,6.98246,9.756863,42,66,99,99,5,11,19,22,505.69176775000005,5782.107114500001,3601.0825612500003,2458.3625785000004
1909,25468-1642786676,1.602118,4.221982,8.137665,13.672844,85,96,83,63,23,3,19,10,505.59878525000005,7375.509737999994,2897.7406029999993,1411.8194562500003
1910,66254-1642792168,1.5949200000000001,4.414703,9.277752,11.566338,48,92,95,98,2,18,18,18,505.740642,7353.405953,2526.8602379999998,2011.4707952499991
1911,111525-1642798244,1.595986,12.976666,2.765447,9.52497,73,26,83,31,11,9,18,10,505.71918575000007,3003.3099635000012,6143.652202499998,2334.6257207500003
1912,82378-1642794364,1.583158,6.118811,6.1428,9.265978,79,61,46,71,19,14,0,19,505.72156874999996,5493.155716249999,3597.2607137499986,2757.074833000002
1913,18426-1642801009,1.584765,4.969875,7.655887,11.241055,43,97,100,74,4,14,26,18,505.80143899999996,6682.9073437499965,3188.101052250001,2024.2750629999991
1914,2453-1642798931,1.635039,15.243279,2.728228,5.357205,80,13,75,95,32,1,18,24,505.3973199999997,2114.36628925,5326.526165000003,3922.146559499999
1915,56429-1642790883,1.576784,4.891977,8.854412,9.160444,51,86,65,91,14,21,20,25,505.80143949999996,6613.171099250005,2716.237307250002,2598.7696647499993
1916,104812-1642797371,1.591853,4.715679,6.887405,13.557423,42,78,96,59,5,17,19,11,505.68580649999984,6558.545828249995,3725.483420749998,1467.6141742500006
1917,37617-1642788353,1.588482,4.72089,8.151875,9.013371,82,74,45,92,17,14,12,22,505.76686850000004,5969.017744249998,3112.85138125,2774.0156652499995
1918,95844-1642796152,1.573032,5.777169,5.88186,11.604361,45,81,100,81,13,30,39,15,505.79786275000015,6123.960019499998,3900.1524442499995,1848.1075759999999
1919,112862-1642798447,1.591962,5.065842,6.021061,14.142962,63,74,56,21,33,15,36,5,505.69891800000016,6540.51184525,4090.6274315,1092.3099517499993
1920,11250-1642800079,1.604679,5.278533,5.282762,25.875813,92,73,91,54,21,9,21,0,505.6059355,6473.8488185,4663.44475775,388.2896904999997
1921,76559-1642793560,1.604574,4.534042,6.991496,23.809069,94,84,82,65,19,14,12,2,505.7024952499999,6997.576953499996,4008.3396419999995,513.4904362500005
1922,46543-1642789540,1.5714739999999998,5.45751,8.516702,8.167228,49,70,70,100,13,7,21,30,505.7907102499998,5966.402291000004,2951.381206,2988.169193000001
1923,112995-1642783237,1.5848010000000001,5.978457,7.602948,8.12705,96,63,36,87,28,5,15,23,505.80382349999996,5532.683133750001,3265.968559999999,3082.5054622499997
1924,19756-1642801203,1.600974,6.714382,10.552954,4.934426,24,61,60,97,4,9,15,52,505.69891974999996,5284.802914250004,2199.734449500001,4292.329552249999
1925,29078-1642787153,1.5903800000000001,4.759723,7.538169,11.33906,59,88,76,74,13,22,25,18,505.7978635000001,6682.463881500003,3166.229725250002,2073.132992750001
1926,95397-1642796118,1.578093,4.742907,9.189193,8.893205,99,78,72,81,23,24,15,27,505.90753500000017,6691.880226749999,2475.8291262500006,2747.347356500001
1927,107039-1642797666,1.593216,4.689995,6.63492,16.189175,93,79,91,80,15,43,25,7,505.5713645,6758.364442500002,3885.500433499999,1032.6659684999995
1928,22793-1642786343,1.5904289999999999,4.413621,8.30357,9.94944,87,80,45,67,20,16,4,19,505.79071049999993,6585.240363250002,2897.527218999999,2376.5897757500015
1929,3878-1642799108,1.5936469999999998,4.21172,8.492556,19.224413,95,92,86,93,15,22,20,6,505.76686899999993,7858.240602750011,2991.223337499999,883.2442767499996
1930,13307-1642785037,1.588684,4.40004,9.290067,11.568347,56,100,81,68,4,16,17,18,505.75852275,7378.443481249999,2475.565672250001,2016.049624
1931,62700-1642791700,1.599893,4.910147,6.6042629999999996,18.85527,28,88,94,57,8,30,33,6,505.6297772500001,7126.2931815,3672.407865000002,914.4318107500007
1932,83710-1642794515,1.580976,6.896204,9.084535,5.478239,68,67,85,100,6,2,23,46,505.86700350000007,5255.436894750003,2696.1505389999993,3901.374341749999
1933,89589-1642795314,1.592234,4.044839,12.522713,9.430802,73,92,22,98,29,33,8,19,505.70845525000016,7588.385345000001,1645.4148294999998,2522.646190250001
1934,101656-1642796957,1.595086,4.237813,7.975231,12.234399,88,86,80,78,9,18,14,16,505.81216750000016,6890.093088249992,3035.3331554999977,1889.1525272499991
1935,25017-1642786623,1.5890170000000001,6.527795,4.758697,11.284222,55,61,96,95,13,25,49,10,505.7477952500002,5546.473261750007,4684.665203000001,1497.53093675
1936,9111-1642784528,1.5888740000000001,4.607649,7.678559,13.013729,88,89,96,79,7,31,25,14,505.86461925,7110.472915249999,3152.434823500001,1637.0761394999988
1937,46550-1642789560,1.60174,3.975244,8.999836,16.173883,26,95,63,38,9,48,16,8,505.70011100000005,8015.145065249999,2599.3573667499977,1098.1988912500005
1938,108372-1642797853,1.591397,5.124537,8.091286,9.000921,62,87,72,82,17,13,23,27,505.67507674999996,5813.184975750005,3154.4733032499985,2870.10908
1939,41182-1642788825,1.617283,4.078624,7.134109,20.985027,98,95,98,31,38,7,26,3,505.41758599999986,7448.704240500002,3418.446779499999,643.7635407500002
1940,29540-1642787262,1.5796649999999999,5.329831,6.574814,11.919915,86,90,96,93,23,22,34,15,505.74421899999993,6448.179484249996,3570.0798052500013,1847.728489
1941,78337-1642793784,1.593909,4.411196,6.970276,16.8659,77,83,90,56,26,30,1,7,505.83124150000015,7082.3383305000025,3599.3087312500033,1006.1872014999999
1942,38072-1642788405,1.603542,4.060447,10.718047,10.179882,59,94,55,82,9,22,7,23,505.5928232500001,7452.782392000001,1756.8707474999994,2514.747378250002
1943,7492-1642799573,1.592237,5.588164,9.745594,7.962609,79,88,90,87,5,36,22,32,505.83481774999984,6240.130663249999,2649.86157325,3053.2562707499997
1944,111085-1642798222,1.5866449999999999,5.901892,7.703279,8.295765,55,75,98,99,27,11,27,29,505.7156087500001,5848.300460499997,3088.2608872500005,2960.2599157499985
1945,58661-1642791179,1.57939,6.297218,5.514849,10.033479,100,59,95,94,25,12,18,18,505.8717730000002,5411.75365425,4180.099964000003,2254.654168
1946,25517-1642801997,1.5984859999999999,4.187716,10.105841999999999,11.391857,54,97,63,80,3,24,12,20,505.757332,7565.811873000003,2057.9242717499988,2211.6529934999994
1947,46529-1642789532,1.626577,3.892727,7.18955,18.065968,92,96,96,9,20,22,23,2,505.33533000000006,7486.295700499997,3411.7388742499998,545.2811724999998
1948,102122-1642797017,1.589699,4.69905,8.859592,9.114927,57,94,100,79,20,27,19,26,505.80501499999997,6491.557359750007,2673.2099057500013,2704.9851429999994
1949,44783-1642789327,1.571982,4.721571,7.539206,11.241999,86,77,43,61,53,3,5,13,505.8848852500001,6622.104645750005,3257.4701324999996,2022.60971225
1950,55520-1642790734,1.597753,5.399572,5.987114,11.403274,55,67,100,97,1,12,21,15,505.6178565000001,5901.558397999999,4002.5961377500016,1895.9045400000002
1951,39831-1642788639,1.6063649999999998,4.444332,13.264372,7.6212,94,97,64,99,21,24,1,35,505.5844775,7262.926102749997,958.8897212499994,3324.608802249998
1952,14562-1642829511,1.604143,13.826507,2.832701,8.203697,85,24,99,63,39,2,19,9,505.7692532500002,2768.6846272499965,6189.670563749996,2517.41886025
1953,9551-1642784550,1.638036,17.091738,3.7657410000000002,4.638704,53,11,85,98,25,1,20,49,505.51652924999996,1793.0388417499992,5244.516133500001,4336.179496
1954,104358-1642797319,1.6114959999999998,8.409159,3.178727,11.865792,79,44,100,32,24,14,28,5,505.4819577500001,4506.323336,5569.896699749998,1442.8901672500006
1955,13300-1642785019,1.578695,6.323803,5.48456,10.652431,77,62,89,68,23,5,41,17,505.84077799999994,5602.03075475,4119.762181499998,2145.781517249999
1956,24567-1642786578,1.578068,5.595642,8.883295,7.992394,39,98,98,100,10,31,24,32,505.902766,6071.645025000003,2791.198491999998,3055.9754354999973
1957,44776-1642789299,1.596207,5.659552,7.174408,8.62638,98,63,59,98,28,8,5,27,505.70964824999993,5518.484114750004,3461.6613397499996,2869.750261750001
1958,111657-1642783035,1.592832,5.673285,5.828355,10.031674,95,64,85,76,17,17,19,21,505.6631560000001,5499.308110500006,3880.6557665000005,2463.581561750001
1959,104798-1642797342,1.6263809999999999,14.309739,2.568696,6.210314,75,20,77,90,23,7,30,9,505.60235950000015,2529.6449645,5313.539505250006,3624.058960499998
1960,113317-1642798532,1.587618,4.353398,8.896478,10.697214,78,91,86,99,14,14,16,21,505.82170475,7056.401966999999,2502.156495999999,2304.0819167499994
1961,41189-1642788838,1.616362,15.403075,3.435211,5.525831,86,15,65,98,37,5,8,36,505.67626974999996,2213.047744750001,5234.237908000001,3994.5006362500008
1962,11956-1642784838,1.615613,4.111692,7.731828,20.845247,94,92,91,49,15,8,22,4,505.5069912500001,7585.161926750008,3263.2601257500014,706.393717
1963,97630-1642796420,1.6178059999999999,3.904368,9.016341,29.704683,96,98,83,53,6,34,10,1,505.52368050000007,8236.832616750007,2866.4004832500013,376.64174800000006
1964,50159-1642790002,1.6029339999999999,12.224985,7.748003,3.3989000000000003,86,25,29,97,20,17,39,13,505.62620074999995,3161.213397999999,3188.6351095000014,5210.58559375
1965,6842-1642784218,1.5804019999999999,6.546422,5.255242,9.505514999999999,95,56,50,67,32,20,19,14,505.8074,5261.623858500003,4134.432077250001,2421.1251747499987
1966,12856-1642784957,1.582992,5.289608,7.223696,9.634521,65,68,89,95,19,23,21,24,505.7561395000001,5870.258807499999,3433.0296497500008,2613.4967797500003
1967,16352-1642829757,1.584915,6.252433,6.991658,8.788946,59,97,98,79,15,15,34,27,505.78236575,5578.0756495000005,3565.6142247499997,2783.0529199999987
1968,80138-1642794080,1.604056,4.192989,14.585647,9.034149,86,94,88,50,38,3,0,28,505.7561395000001,7813.4596329999995,949.9788277500006,2824.0001197499987
1969,108483-1642782653,1.608525,4.367682,7.171878,11.823817,62,99,70,75,8,36,24,14,505.60116849999997,6905.885934000004,3136.347531999997,1771.8076692499988
1970,55527-1642790736,1.601328,10.42115,4.889422,5.124583,60,31,50,71,7,5,21,37,505.49626274999997,3688.436745250002,4240.454434,3734.818695999998
1971,61776-1642791581,1.61392,3.997691,8.493899,31.108181,71,97,98,73,7,25,17,0,505.5391782499999,8155.425786749999,3071.2294577500006,265.1703375000001
1972,87333-1642795022,1.646173,7.069772,3.921887,13.652736,74,95,95,24,2,23,59,11,505.34486775000005,5211.607216,4938.7896065,1450.8640762499992
1973,55975-1642790794,1.572593,4.637235,8.914216,10.340153,94,87,100,96,20,18,20,21,505.8312422500002,6950.943470999994,2720.5622179999987,2267.4179069999986
1974,9310-1642799842,1.61861,4.314822,6.8090720000000005,25.532219,95,87,100,57,22,18,18,1,505.5177205000001,7333.998680249995,3737.546206000001,407.24873599999995
1975,10805-1642800026,1.591885,5.121745,7.310964,11.941776,43,82,93,55,5,32,30,16,505.7847499999999,6607.580183500009,3416.222334249999,1881.802082249999
1977,64035-1642791904,1.581257,4.232454,10.060218,10.203095,96,89,94,94,18,21,12,22,505.76209950000003,7354.305980749994,2105.8666722499997,2370.1918117500013
1978,111210-1642782973,1.6114549999999999,17.824976,2.836655,6.858982,76,12,100,70,10,4,38,8,505.59759099999985,1688.5542877499988,6199.749711749994,3509.9256047500007
1979,102586-1642797076,1.594654,4.571811,6.159134,17.36142,93,80,77,82,20,38,28,5,505.7513710000001,6727.612017499996,4085.454939749999,858.8576337499999
1980,10191-1642799940,1.5954220000000001,5.27677,5.690639,18.206989,99,73,71,28,48,2,33,3,505.53083349999986,6489.071848500003,4390.219451000004,766.0937329999997
1981,114208-1642798636,1.6118679999999999,4.105569,7.85743,17.219013,96,91,63,64,5,50,20,6,505.74541049999993,7577.85558675001,3179.1913509999977,950.8872035000006
1982,74306-1642793245,1.581389,5.363748,8.765347,7.944507,70,93,73,100,7,23,23,31,505.71560875000006,6072.744130999999,2789.85977275,3040.3280287499997
1983,93146-1642795778,1.597621,7.0876149999999996,4.950309,9.707892,40,73,95,84,9,8,48,22,505.63812225000004,5046.674014250002,4313.318730000003,2462.7125260000003
